GET	/v1/instances/{id}/frames/{frame_id}	/v1/instances/00000000-0000-0000-0000-000000000000/frames/00000000-0000-0000-0000-000000000000
GET	/v1/instances/{id}/messages	/v1/instances/00000000-0000-0000-0000-000000000000/messages
GET	/v1/lineage/by-producer/{executor_name}	/v1/lineage/by-producer/http-node
GET	/v1/lineage/by-source/{source_type}/{source_id}	/v1/lineage/by-source/run/00000000-0000-0000-0000-000000000000
GET	/v1/lineage/claims/{claim_handle_id}	/v1/lineage/claims/00000000-0000-0000-0000-000000000000
GET	/v1/lineage/claims/{claim_handle_id}/ancestors	/v1/lineage/claims/00000000-0000-0000-0000-000000000000/ancestors
GET	/v1/lineage/claims/{claim_handle_id}/descendants	/v1/lineage/claims/00000000-0000-0000-0000-000000000000/descendants
GET	/v1/lineage/runs/{run_id}	/v1/lineage/runs/00000000-0000-0000-0000-000000000000
GET	/v1/lineage/runs/{run_id}/ancestors	/v1/lineage/runs/00000000-0000-0000-0000-000000000000/ancestors
GET	/v1/lineage/runs/{run_id}/descendants	/v1/lineage/runs/00000000-0000-0000-0000-000000000000/descendants
GET	/v1/mcp	/v1/mcp
GET	/v1/messages/{id}	/v1/messages/00000000-0000-0000-0000-000000000000
GET	/v1/nodes/{id}	/v1/nodes/00000000-0000-0000-0000-000000000000
GET	/v1/observability/claim-handles	/v1/observability/claim-handles
GET	/v1/observability/claim-handles/{id}	/v1/observability/claim-handles/00000000-0000-0000-0000-000000000000
GET	/v1/observability/claim-producers	/v1/observability/claim-producers
GET	/v1/observability/claim-producers/{name}	/v1/observability/claim-producers/nope
GET	/v1/observability/events	/v1/observability/events
GET	/v1/observability/executors	/v1/observability/executors
GET	/v1/observability/executors/{name}	/v1/observability/executors/http-node
GET	/v1/observability/frames	/v1/observability/frames
GET	/v1/observability/frames/{id}	/v1/observability/frames/00000000-0000-0000-0000-000000000000
GET	/v1/observability/instances	/v1/observability/instances
GET	/v1/observability/node-runs	/v1/observability/node-runs
GET	/v1/observability/node-runs/{id}	/v1/observability/node-runs/00000000-0000-0000-0000-000000000000
GET	/v1/observability/nodes/{instance_id}/{node_type}	/v1/observability/nodes/00000000-0000-0000-0000-000000000000/worker
GET	/v1/observability/system/health	/v1/observability/system/health
GET	/v1/observability/system/summary	/v1/observability/system/summary
GET	/v1/observability/templates	/v1/observability/templates
GET	/v1/runs/{run_id}	/v1/runs/00000000-0000-0000-0000-000000000000
GET	/v1/tags	/v1/tags
GET	/v1/templates	/v1/templates
GET	/v1/templates/{hash}	/v1/observability/templates/deadbeef
GET	/v1/templates/{id}	/v1/templates/no-such-template
POST	/v1/admin/lineage/prune	/v1/admin/lineage/prune
POST	/v1/auth/keys	/v1/auth/keys
POST	/v1/auth/keys/{nameOrID}/rotate	/v1/auth/keys/no-such-key/rotate
POST	/v1/enroll	/v1/enroll
POST	/v1/instances	/v1/instances
POST	/v1/instances/{idOrKey}/breakpoints	/v1/instances/00000000-0000-0000-0000-000000000000/breakpoints
POST	/v1/instances/{idOrKey}/breakpoints/{breakpoint_id}/resume	/v1/instances/00000000-0000-0000-0000-000000000000/breakpoints/00000000-0000-0000-0000-000000000000/resume
POST	/v1/instances/{idOrKey}/pause	/v1/instances/00000000-0000-0000-0000-000000000000/pause
POST	/v1/instances/{idOrKey}/resume	/v1/instances/00000000-0000-0000-0000-000000000000/resume
POST	/v1/instances/{idOrKey}/terminate	/v1/instances/00000000-0000-0000-0000-000000000000/terminate
POST	/v1/instances/{id}/debug/override	/v1/instances/00000000-0000-0000-0000-000000000000/debug/override
POST	/v1/instances/{id}/messages	/v1/instances/00000000-0000-0000-0000-000000000000/messages
POST	/v1/mcp	/v1/mcp
POST	/v1/nodes/{id}/reset	/v1/nodes/00000000-0000-0000-0000-000000000000/reset
POST	/v1/tags	/v1/tags
POST	/v1/templates	/v1/templates
POST	/v1/templates/validate	/v1/templates/validate
POST	/v1/templates/{id}/deploy	/v1/templates/no-such-template/deploy
POST	/v1/templates/{id}/undeploy	/v1/templates/no-such-template/undeploy
PUT	/v1/tags/{tag}	/v1/tags/no-such-tag
